title,description,artist,culture,country,teaserText,url,image,regularImage,largeImage,period,date,medium,general medium,accessionNumber,galleryInformation
Design for Dog Cart (French?),,"Anonymous, French, 19th century",,unknown,"(?) Anonymous, French, 19th centuryDate: ca. 1880<br/>Accession Number: 23.112.1346",/art/collection/search/379415?&searchField=Title&sortBy=Title&ft=dog&offset=100&rpp=100&amp;pos=130,https://images.metmuseum.org/CRDImages/dp/mobile-large/DP882006.jpg,dp/web-additional/DP882006.jpg,dp/web-large/DP882006.jpg,ca. 1880,19th century,"Pen and black ink, watercolor and gouache",Pen and black ink,231.121.346,Not on view
"Design for Dog Cart or 2 Wheeler, no. 3018","Brewster &amp; Co. (American, New York)",Brewster & Co.,,unknown,"Brewster &amp; Co. (American, New York) Date: 1874<br/>Accession Number: 23.112.533",/art/collection/search/378608?&searchField=Title&sortBy=Title&ft=dog&offset=100&rpp=100&amp;pos=131,https://images.metmuseum.org/CRDImages/dp/mobile-large/DP882669.jpg,dp/web-additional/DP882669.jpg,dp/web-large/DP882669.jpg,1874,19th century,"Pen and black ink, watercolor and gouache with gum arabic and metallic ink",Pen and black ink,23.112.533,Not on view
"Design for Dog Cart or 2 Wheeler, no. 3018a","Brewster &amp; Co. (American, New York)",Brewster & Co.,,unknown,"Brewster &amp; Co. (American, New York) Date: 1874<br/>Accession Number: 23.112.534",/art/collection/search/378609?&searchField=Title&sortBy=Title&ft=dog&offset=100&rpp=100&amp;pos=132,https://images.metmuseum.org/CRDImages/dp/mobile-large/DP882670.jpg,dp/web-additional/DP882670.jpg,dp/web-large/DP882670.jpg,1874,19th century,"Pen and black ink, watercolor and gouache",Pen and black ink,23.112.534,Not on view
"Design for Dog Cart or 2 Wheeler, no. 3103","Brewster &amp; Co. (American, New York)",Brewster & Co.,,unknown,"Brewster &amp; Co. (American, New York) Date: 1875<br/>Accession Number: 23.112.535",/art/collection/search/378610?&searchField=Title&sortBy=Title&ft=dog&offset=100&rpp=100&amp;pos=133,https://images.metmuseum.org/CRDImages/dp/mobile-large/DP881256.jpg,dp/web-additional/DP881256.jpg,dp/web-large/DP881256.jpg,1875,19th century,"Pen and black ink, watercolor and gouache with gum arabic",Pen and black ink,23.112.535,Not on view
"Design for Dog Cart or 2 Wheeler, no. 3148","Brewster &amp; Co. (American, New York)",Brewster & Co.,,unknown,"Brewster &amp; Co. (American, New York) Date: 1875<br/>Accession Number: 23.112.538",/art/collection/search/378613?&searchField=Title&sortBy=Title&ft=dog&offset=100&rpp=100&amp;pos=134,https://images.metmuseum.org/CRDImages/dp/mobile-large/DP881259.jpg,dp/web-additional/DP881259.jpg,dp/web-large/DP881259.jpg,1875,19th century,"Pen and black ink, watercolor and gouache with gum arabic",Pen and black ink,23.112.538,Not on view
"Design for Dog Cart or 2 Wheeler, no. 3817","Brewster &amp; Co. (American, New York)",Brewster & Co.,,unknown,"Brewster &amp; Co. (American, New York) Date: 1883<br/>Accession Number: 23.112.588",/art/collection/search/378663?&searchField=Title&sortBy=Title&ft=dog&offset=100&rpp=100&amp;pos=135,https://images.metmuseum.org/CRDImages/dp/mobile-large/DP881384.jpg,dp/web-additional/DP881384.jpg,dp/web-large/DP881384.jpg,1883,19th century,"Pen and black ink, watercolor and gouache with gum arabic",Pen and black ink,23.112.588,Not on view
"Design for Dog Cart or 2 Wheeler, no. 3818","Brewster &amp; Co. (American, New York)",Brewster & Co.,,unknown,"Brewster &amp; Co. (American, New York) Date: 1883<br/>Accession Number: 23.112.589",/art/collection/search/378664?&searchField=Title&sortBy=Title&ft=dog&offset=100&rpp=100&amp;pos=136,https://images.metmuseum.org/CRDImages/dp/mobile-large/DP881385.jpg,dp/web-additional/DP881385.jpg,dp/web-large/DP881385.jpg,1883,19th century,"Pen and lack ink, watercolor and gouache with gum arabic.",Pen and lack ink,23.112.589,Not on view
"Design for Dog Cart or 2 Wheeler, no. 3826","Brewster &amp; Co. (American, New York)",Brewster & Co.,,unknown,"Brewster &amp; Co. (American, New York) Date: 1883<br/>Accession Number: 23.112.590",/art/collection/search/378665?&searchField=Title&sortBy=Title&ft=dog&offset=100&rpp=100&amp;pos=137,https://images.metmuseum.org/CRDImages/dp/mobile-large/DP881326.jpg,dp/web-additional/DP881326.jpg,dp/web-large/DP881326.jpg,1883,19th century,"Pen and black ink, watercolor and gouache with gum arabic",Pen and black ink,23.112.590,Not on view
"Design for Dog Cart or 2 Wheeler, no. 3873","Brewster &amp; Co. (American, New York)",Brewster & Co.,,unknown,"Brewster &amp; Co. (American, New York) Date: 1884<br/>Accession Number: 23.112.592",/art/collection/search/378667?&searchField=Title&sortBy=Title&ft=dog&offset=100&rpp=100&amp;pos=138,https://images.metmuseum.org/CRDImages/dp/mobile-large/DP881328.jpg,dp/web-additional/DP881328.jpg,dp/web-large/DP881328.jpg,1884,19th century,"Pen and black ink, watercolor and gouache with gym arabic",Pen and black ink,23.112.592,Not on view
"Design for Dog Cart or 2 Wheeler, no. 3875","Brewster &amp; Co. (American, New York)",Brewster & Co.,,unknown,"Brewster &amp; Co. (American, New York) Date: 1884<br/>Accession Number: 23.112.593",/art/collection/search/378668?&searchField=Title&sortBy=Title&ft=dog&offset=100&rpp=100&amp;pos=139,https://images.metmuseum.org/CRDImages/dp/mobile-large/DP881329.jpg,dp/web-additional/DP881329.jpg,dp/web-large/DP881329.jpg,1884,19th century,"Pen and black ink, watercolor and gouache with gum arabic",Pen and black ink,23.112.593,Not on view
"Design for Dog Cart or 2 Wheeler, no. 3966","Brewster &amp; Co. (American, New York)",Brewster & Co.,,unknown,"Brewster &amp; Co. (American, New York) Date: 1886<br/>Accession Number: 23.112.597",/art/collection/search/378672?&searchField=Title&sortBy=Title&ft=dog&offset=100&rpp=100&amp;pos=140,https://images.metmuseum.org/CRDImages/dp/mobile-large/DP881334.jpg,dp/web-additional/DP881334.jpg,dp/web-large/DP881334.jpg,1886,19th century,"Pen and black ink, watercolor and gouache with gum arabic",Pen and black ink,23.112.597,Not on view
"Design for Dog Cart or 2 Wheeler, no. 3968","Brewster &amp; Co. (American, New York)",Brewster & Co.,,unknown,"Brewster &amp; Co. (American, New York) Date: 1886<br/>Accession Number: 23.112.598",/art/collection/search/378673?&searchField=Title&sortBy=Title&ft=dog&offset=100&rpp=100&amp;pos=141,https://images.metmuseum.org/CRDImages/dp/mobile-large/DP881335.jpg,dp/web-additional/DP881335.jpg,dp/web-large/DP881335.jpg,1886,19th century,Pen and black ink,Pen and black ink,23.112.598,Not on view
"Design for Dog Cart or 2 Wheeler, no. 3977","Brewster &amp; Co. (American, New York)",Brewster & Co.,,unknown,"Brewster &amp; Co. (American, New York) Date: 1886<br/>Accession Number: 23.112.599",/art/collection/search/378674?&searchField=Title&sortBy=Title&ft=dog&offset=100&rpp=100&amp;pos=142,https://images.metmuseum.org/CRDImages/dp/mobile-large/DP881336.jpg,dp/web-additional/DP881336.jpg,dp/web-large/DP881336.jpg,1886,19th century,Watercolor and ink,Watercolor and ink,23.112.599,Not on view
"Design for Dog Cart or 2 Wheeler, no. 3979","Brewster &amp; Co. (American, New York)",Brewster & Co.,,unknown,"Brewster &amp; Co. (American, New York) Date: 1886<br/>Accession Number: 23.112.600",/art/collection/search/378675?&searchField=Title&sortBy=Title&ft=dog&offset=100&rpp=100&amp;pos=143,https://images.metmuseum.org/CRDImages/dp/mobile-large/DP881337.jpg,dp/web-additional/DP881337.jpg,dp/web-large/DP881337.jpg,1886,19th century,"Pen and black ink, watercolor and gouache with gum arabic",Pen and black ink,23.112.600,Not on view
"Design for Dog Cart or 2 Wheeler, no. 3999","Brewster &amp; Co. (American, New York)",Brewster & Co.,,unknown,"Brewster &amp; Co. (American, New York) Date: 1887<br/>Accession Number: 23.112.603",/art/collection/search/378678?&searchField=Title&sortBy=Title&ft=dog&offset=100&rpp=100&amp;pos=144,https://images.metmuseum.org/CRDImages/dp/mobile-large/DP881340.jpg,dp/web-additional/DP881340.jpg,dp/web-large/DP881340.jpg,1887,19th century,"Pen and black ink, watercolor and gouache",Pen and black ink,23.112.603,Not on view
"Design for Dog Cart or 2 Wheeler, no. 4000","Brewster &amp; Co. (American, New York)",Brewster & Co.,,unknown,"Brewster &amp; Co. (American, New York) Date: 1887<br/>Accession Number: 23.112.604",/art/collection/search/378679?&searchField=Title&sortBy=Title&ft=dog&offset=100&rpp=100&amp;pos=145,https://images.metmuseum.org/CRDImages/dp/mobile-large/DP881341.jpg,dp/web-additional/DP881341.jpg,dp/web-large/DP881341.jpg,1887,19th century,"Pen and black ink, watercolor and gouache",Pen and black ink,23.112.604,Not on view
"Design for Dog Cart or 2 Wheeler, no. 4001","Brewster &amp; Co. (American, New York)",Brewster & Co.,,unknown,"Brewster &amp; Co. (American, New York) Date: 1887<br/>Accession Number: 23.112.605",/art/collection/search/378680?&searchField=Title&sortBy=Title&ft=dog&offset=100&rpp=100&amp;pos=146,https://images.metmuseum.org/CRDImages/dp/mobile-large/DP881342.jpg,dp/web-additional/DP881342.jpg,dp/web-large/DP881342.jpg,1887,19th century,"Pen and black ink, watercolor and gouache with gum arabic",Pen and black ink,23.112.605,Not on view
"Design for Dog Cart or 2 Wheeler, no. 4011","Brewster &amp; Co. (American, New York)",Brewster & Co.,,unknown,"Brewster &amp; Co. (American, New York) Date: 1888<br/>Accession Number: 23.112.607",/art/collection/search/378682?&searchField=Title&sortBy=Title&ft=dog&offset=100&rpp=100&amp;pos=147,https://images.metmuseum.org/CRDImages/dp/mobile-large/DP882153.jpg,dp/web-additional/DP882153.jpg,dp/web-large/DP882153.jpg,1888,19th century,"Pen and black ink, watercolor and gouache",Pen and black ink,23.112.607,Not on view
"Design for Dog Cart or 2 Wheeler, no. 4013","Brewster &amp; Co. (American, New York)",Brewster & Co.,,unknown,"Brewster &amp; Co. (American, New York) Date: 1888<br/>Accession Number: 23.112.608",/art/collection/search/378683?&searchField=Title&sortBy=Title&ft=dog&offset=100&rpp=100&amp;pos=148,https://images.metmuseum.org/CRDImages/dp/mobile-large/DP882154.jpg,dp/web-additional/DP882154.jpg,dp/web-large/DP882154.jpg,1888,19th century,"Pen and black ink, watercolor and gouache with gum arabic",Pen and black ink,23.112.608,Not on view
"Design for Dog Cart or 2 Wheeler, no. 4017","Brewster &amp; Co. (American, New York)",Brewster & Co.,,unknown,"Brewster &amp; Co. (American, New York) Date: 1888<br/>Accession Number: 23.112.609",/art/collection/search/378684?&searchField=Title&sortBy=Title&ft=dog&offset=100&rpp=100&amp;pos=149,https://images.metmuseum.org/CRDImages/dp/mobile-large/DP881316.jpg,dp/web-additional/DP881316.jpg,dp/web-large/DP881316.jpg,1888,19th century,"Pen and black ink, watercolor and gouache with gum arabic",Pen and black ink,23.112.609,Not on view
"Design for Dog Cart or 2 Wheeler, no. 4019","Brewster &amp; Co. (American, New York)",Brewster & Co.,,unknown,"Brewster &amp; Co. (American, New York) Date: 1888<br/>Accession Number: 23.112.610",/art/collection/search/378685?&searchField=Title&sortBy=Title&ft=dog&offset=100&rpp=100&amp;pos=150,https://images.metmuseum.org/CRDImages/dp/mobile-large/DP881262.jpg,dp/web-additional/DP881262.jpg,dp/web-large/DP881262.jpg,1888,19th century,"Pen and black ink, watercolor and gouache with gum arabic",Pen and black ink,23.112.610,Not on view
"Design for Dog Cart or 2 Wheeler, no. 4048","Brewster &amp; Co. (American, New York)",Brewster & Co.,,unknown,"Brewster &amp; Co. (American, New York) Date: 1889<br/>Accession Number: 23.112.614",/art/collection/search/378689?&searchField=Title&sortBy=Title&ft=dog&offset=100&rpp=100&amp;pos=151,https://images.metmuseum.org/CRDImages/dp/mobile-large/DP881317.jpg,dp/web-additional/DP881317.jpg,dp/web-large/DP881317.jpg,1889,19th century,"Pen and black ink, watercolor and gouache with gum arabic",Pen and black ink,23.112.614,Not on view
"Design for Dog Cart or 2 Wheeler, no. 4051","Brewster &amp; Co. (American, New York)",Brewster & Co.,,unknown,"Brewster &amp; Co. (American, New York) Date: 1889<br/>Accession Number: 23.112.615",/art/collection/search/378690?&searchField=Title&sortBy=Title&ft=dog&offset=100&rpp=100&amp;pos=152,https://images.metmuseum.org/CRDImages/dp/mobile-large/DP881318.jpg,dp/web-additional/DP881318.jpg,dp/web-large/DP881318.jpg,1889,19th century,"Pen and black ink, watercolor and gouache with gum arabic",Pen and black ink,23.112.615,Not on view
"Design for Dog Cart or 2 Wheeler, no. 4068","Brewster &amp; Co. (American, New York)",Brewster & Co.,,unknown,"Brewster &amp; Co. (American, New York) Date: 1890<br/>Accession Number: 23.112.617",/art/collection/search/378692?&searchField=Title&sortBy=Title&ft=dog&offset=100&rpp=100&amp;pos=153,https://images.metmuseum.org/CRDImages/dp/mobile-large/DP881319.jpg,dp/web-additional/DP881319.jpg,dp/web-large/DP881319.jpg,1890,19th century,"Pen and black ink, watercolor and gouache with gum arabic",Pen and black ink,23.112.617,Not on view
"Design for Dog Cart or 2 Wheeler, no. 4076","Brewster &amp; Co. (American, New York)",Brewster & Co.,,unknown,"Brewster &amp; Co. (American, New York) Date: 1890<br/>Accession Number: 23.112.619",/art/collection/search/378694?&searchField=Title&sortBy=Title&ft=dog&offset=100&rpp=100&amp;pos=154,https://images.metmuseum.org/CRDImages/dp/mobile-large/DP882156.jpg,dp/web-additional/DP882156.jpg,dp/web-large/DP882156.jpg,1890,19th century,"Pen and black ink, watercolor and gouache with gum arabic",Pen and black ink,23.112.619,Not on view
"Design for Dog Cart or 2 Wheeler, no. 4087","Brewster &amp; Co. (American, New York)",Brewster & Co.,,unknown,"Brewster &amp; Co. (American, New York) Date: 1890<br/>Accession Number: 23.112.620",/art/collection/search/378695?&searchField=Title&sortBy=Title&ft=dog&offset=100&rpp=100&amp;pos=155,https://images.metmuseum.org/CRDImages/dp/mobile-large/DP881321.jpg,dp/web-additional/DP881321.jpg,dp/web-large/DP881321.jpg,1890,19th century,"Pen and black ink, watercolor and gouache with gum arabic",Pen and black ink,23.112.620,Not on view
"Design for Dog Cart or 2 Wheeler, no. 4089","Brewster &amp; Co. (American, New York)",Brewster & Co.,,unknown,"Brewster &amp; Co. (American, New York) Date: 1890<br/>Accession Number: 23.112.621",/art/collection/search/378696?&searchField=Title&sortBy=Title&ft=dog&offset=100&rpp=100&amp;pos=156,https://images.metmuseum.org/CRDImages/dp/mobile-large/DP881322.jpg,dp/web-additional/DP881322.jpg,dp/web-large/DP881322.jpg,1890,19th century,"Pen and black ink, watercolor and gouache with gum arabic",Pen and black ink,23.112.621,Not on view
"Design for Dog Cart or 2 Wheeler, no. 4109","Brewster &amp; Co. (American, New York)",Brewster & Co.,,unknown,"Brewster &amp; Co. (American, New York) Date: 1890<br/>Accession Number: 23.112.625",/art/collection/search/378700?&searchField=Title&sortBy=Title&ft=dog&offset=100&rpp=100&amp;pos=157,https://images.metmuseum.org/CRDImages/dp/mobile-large/DP881324.jpg,dp/web-additional/DP881324.jpg,dp/web-large/DP881324.jpg,1890,19th century,"Pen and black ink, watercolor and gouache with gum arabic",Pen and black ink,23.112.625,Not on view
"Design for Dog Cart or 2 Wheeler, no. 4113","Brewster &amp; Co. (American, New York)",Brewster & Co.,,unknown,"Brewster &amp; Co. (American, New York) Date: 1890<br/>Accession Number: 23.112.626",/art/collection/search/378701?&searchField=Title&sortBy=Title&ft=dog&offset=100&rpp=100&amp;pos=158,https://images.metmuseum.org/CRDImages/dp/mobile-large/DP881263.jpg,dp/web-additional/DP881263.jpg,dp/web-large/DP881263.jpg,1890,19th century,"Pen and black ink, watercolor and gouache with gum arabic.",Pen and black ink,23.112.626,Not on view
"Design for Dog Cart or 2 Wheeler, no. 4115","Brewster &amp; Co. (American, New York)",Brewster & Co.,,unknown,"Brewster &amp; Co. (American, New York) Date: 1890<br/>Accession Number: 23.112.627",/art/collection/search/378702?&searchField=Title&sortBy=Title&ft=dog&offset=100&rpp=100&amp;pos=159,https://images.metmuseum.org/CRDImages/dp/mobile-large/DP881268.jpg,dp/web-additional/DP881268.jpg,dp/web-large/DP881268.jpg,1890,19th century,"Pen and black ink, watercolor and gouache with gum arabic",Pen and black ink,23.112.627,Not on view
"Design for Dog Cart or 2 Wheeler, no. 4117","Brewster &amp; Co. (American, New York)",Brewster & Co.,,unknown,"Brewster &amp; Co. (American, New York) Date: 1891<br/>Accession Number: 23.112.628",/art/collection/search/378703?&searchField=Title&sortBy=Title&ft=dog&offset=100&rpp=100&amp;pos=160,https://images.metmuseum.org/CRDImages/dp/mobile-large/DP881264.jpg,dp/web-additional/DP881264.jpg,dp/web-large/DP881264.jpg,1891,19th century,"Pen and black ink, watercolor and gouache with gum arabic",Pen and black ink,23.112.628,Not on view
"Design for Dog Cart or 2 Wheeler, no. 4125","Brewster &amp; Co. (American, New York)",Brewster & Co.,,unknown,"Brewster &amp; Co. (American, New York) Date: 1891<br/>Accession Number: 23.112.630",/art/collection/search/378705?&searchField=Title&sortBy=Title&ft=dog&offset=100&rpp=100&amp;pos=161,https://images.metmuseum.org/CRDImages/dp/mobile-large/DP881265.jpg,dp/web-additional/DP881265.jpg,dp/web-large/DP881265.jpg,1891,19th century,"pen and black ink, watercolor and gouache with gum arabic",pen and black ink,23.112.630,Not on view
"Design for Dog Cart or 2 Wheeler, no. 4127","Brewster &amp; Co. (American, New York)",Brewster & Co.,,unknown,"Brewster &amp; Co. (American, New York) Date: 1891<br/>Accession Number: 23.112.631",/art/collection/search/378706?&searchField=Title&sortBy=Title&ft=dog&offset=100&rpp=100&amp;pos=162,https://images.metmuseum.org/CRDImages/dp/mobile-large/DP881266.jpg,dp/web-additional/DP881266.jpg,dp/web-large/DP881266.jpg,1891,19th century,"Pen and black ink, watercolor and gouache",Pen and black ink,23.112.631,Not on view
